review_id,company,language,sentiment,rating,city,age_group,customer_type,service_type,timestamp,review_text
2479,Vodafone Egypt,English,Highly Negative,1,Aswan,26-35,Business User,Mobile Plan,2025-08-02 22:02,internet is painfully slow Not worth the money. in Aswan for work on Mobile Plan pretty much 🙂
5770,Orange Egypt,Arabic,Mixed,3,Port Said,36-45,Elderly User,Mobile Plan,2025-03-25 18:19,المكالمات تمام بس أوقات النت يهبط بس فيه شوية مشاكل في Port Said. أنا elderly user. على Mobile Plan. يعني 😊
8915,Etisalat Egypt,English,Highly Positive,5,Assiut,26-35,Heavy User,Mobile Plan,2025-12-11 08:56,customer support was helpful Really happy with it. in Assiut as a heavy user on Mobile Plan sometimes 😐
4402,WE Telecom Egypt,English,Mixed,3,Giza,46-60,Casual Customer,Home Internet,2025-01-14 23:23,"good coverage but expensive Good in some parts, bad in others. in Giza as a casual customer on Home Internet overall ..."
500,Vodafone Egypt,Arabic,Neutral,3,Luxor,36-45,Gamer,Home Internet,2025-02-10 15:45,استخدمه بشكل يومي في Luxor. أنا gamer. على Home Internet. تقريبا 🔥
4734,WE Telecom Egypt,English,Negative,2,Cairo,36-45,Casual Customer,Mobile Plan,2025-06-04 10:45,the app keeps crashing Very frustrating. in Cairo as a casual customer on Mobile Plan literally 🙂
8763,Etisalat Egypt,English,Highly Positive,5,Ismailia,36-45,Remote Worker,Fiber Internet,2025-07-16 22:27,reliable network in my area I use it every day. in Ismailia as a remote worker on Fiber Internet sometimes 🔥
9316,Etisalat Egypt,English,Neutral,3,Giza,46-60,Student,Mobile Plan,2026-06-29 04:43,average service overall in Giza as a student on Mobile Plan honestly !!
5906,Orange Egypt,Arabic,Negative,2,Aswan,18-25,Heavy User,Mobile Plan,2026-05-19 16:57,التطبيق بيهنج وكل يوم نفس المعاناة في Aswan. أنا heavy user. على Mobile Plan. تقريبا 😊
2315,Vodafone Egypt,English,Highly Negative,1,Mansoura,36-45,Heavy User,Mobile Plan,2025-02-04 10:57,signal drops often I keep having the same problem. in Mansoura as a heavy user on Mobile Plan overall 🔥
8713,Etisalat Egypt,Arabic,Highly Negative,1,Giza,46-60,Gamer,Fiber Internet,2026-05-28 21:21,الباقة غالية وده مسبب لي مشكلة كبيرة في Giza. أنا gamer. على Fiber Internet. يعني ..
3791,WE Telecom Egypt,English,Highly Positive,5,Port Said,36-45,Business User,Mobile Plan,2025-12-13 06:41,great speed and stable coverage Really happy with it. in Port Said for work on Mobile Plan sometimes 🔥
5188,Orange Egypt,Arabic,Highly Positive,5,Aswan,36-45,Heavy User,Fiber Internet,2025-09-21 18:00,خدمة العملاء محترمة والخدمة فعلا ممتازة في Aswan. أنا heavy user. على Fiber Internet. يعني 🔥
5439,Orange Egypt,Arabic,Neutral,3,Assiut,26-35,Remote Worker,Mobile Plan,2025-12-24 05:01,الخدمة عادية في Assiut. أنا remote worker. على Mobile Plan. حاليا !!!
8237,Etisalat Egypt,Arabic,Mixed,3,Cairo,36-45,Student,Fiber Internet,2026-04-19 05:52,التطبيق مفيد لكن فيه bugs مع إن فيه عيوب واضحة في Cairo. أنا student. على Fiber Internet. يعني !!!
952,Vodafone Egypt,Arabic,Negative,2,Luxor,46-60,Heavy User,Fiber Internet,2026-01-18 03:21,التطبيق بيهنج وده مسبب لي مشكلة كبيرة في Luxor. أنا heavy user. على Fiber Internet. للأسف ..
3428,WE Telecom Egypt,Arabic,Negative,2,Aswan,18-25,Gamer,Mobile Plan,2025-07-25 04:31,فيه تأخير في الرد بجد حاجة مستفزة في Aswan. أنا gamer. على Mobile Plan. يعني 🙂
2291,Vodafone Egypt,English,Negative,2,Luxor,46-60,Student,Home Internet,2025-12-17 01:37,support takes too long I keep having the same problem. in Luxor as a student on Home Internet literally 😐
4352,WE Telecom Egypt,English,Neutral,3,Mansoura,46-60,Student,Fiber Internet,2026-03-09 11:28,standard experience in Mansoura as a student on Fiber Internet honestly 😡
7491,Orange Egypt,English,Highly Negative,1,Cairo,18-25,Parent,Fiber Internet,2025-06-21 06:30,the app keeps crashing Totally unreliable. in Cairo as a parent on Fiber Internet overall 😡
1235,Vodafone Egypt,Arabic,Highly Negative,1,Alexandria,26-35,Remote Worker,Mobile Plan,2025-04-03 23:15,النت بطيء جدا وده مسبب لي مشكلة كبيرة في Alexandria. أنا remote worker. على Mobile Plan. تقريبا 🔥
7996,Etisalat Egypt,Arabic,Neutral,3,Port Said,36-45,Elderly User,Home Internet,2025-07-08 16:04,لا كويس ولا وحش في Port Said. أنا elderly user. على Home Internet. يعني 🙂
6064,Orange Egypt,Arabic,Highly Negative,1,Ismailia,26-35,Casual Customer,Mobile Data,2025-04-29 01:47,النت بطيء جدا ومش لاقي حل في Ismailia. أنا casual customer. على Mobile Data. حاليا !!!
7667,Etisalat Egypt,Arabic,Highly Positive,5,Alexandria,26-35,Remote Worker,Mobile Data,2025-12-03 16:13,النت سريع ومستقر وده فرق معايا كتير في Alexandria. أنا remote worker. على Mobile Data. للأسف 😕
1829,Vodafone Egypt,English,Neutral,3,Ismailia,46-60,Remote Worker,Mobile Data,2026-03-23 04:16,decent for browsing in Ismailia as a remote worker on Mobile Data literally 😐
7140,Orange Egypt,English,Negative,2,Cairo,26-35,Parent,Mobile Plan,2026-05-11 15:26,way too expensive for the service Totally unreliable. in Cairo as a parent on Mobile Plan pretty much 🔥
6604,Orange Egypt,English,Positive,4,Ismailia,18-25,Heavy User,Mobile Data,2026-06-26 19:12,reliable network in my area No major issues so far. in Ismailia as a heavy user on Mobile Data overall ...
9384,Etisalat Egypt,English,Mixed,3,Giza,46-60,Parent,Home Internet,2025-05-21 23:15,"clear calls, but speed fluctuates Nice features, but the experience is inconsistent. in Giza as a parent on Home Internet honestly 🙂"
7976,Etisalat Egypt,Arabic,Neutral,3,Luxor,18-25,Elderly User,Home Internet,2025-06-23 11:44,النت ماشي الحال في Luxor. أنا elderly user. على Home Internet. حاليا 😕
1973,Vodafone Egypt,English,Mixed,3,Assiut,26-35,Remote Worker,Home Internet,2025-10-14 23:57,"fast internet but poor support Works okay, not great. in Assiut as a remote worker on Home Internet literally ..."
6918,Orange Egypt,English,Mixed,3,Assiut,46-60,Casual Customer,Mobile Data,2025-06-13 02:44,"fast internet but poor support Works okay, not great. in Assiut as a casual customer on Mobile Data sometimes ..."
2171,Vodafone Egypt,English,Negative,2,Assiut,18-25,Gamer,Mobile Plan,2026-02-19 22:18,way too expensive for the service Totally unreliable. in Assiut as a gamer on Mobile Plan pretty much ...
4105,WE Telecom Egypt,English,Positive,4,Mansoura,36-45,Gamer,Mobile Plan,2026-06-24 19:31,great speed and stable coverage Works better than expected. in Mansoura as a gamer on Mobile Plan sometimes 🔥
9679,Etisalat Egypt,English,Negative,2,Alexandria,18-25,Parent,Mobile Data,2025-04-10 22:18,the app keeps crashing Not worth the money. in Alexandria as a parent on Mobile Data overall 🙂
2872,WE Telecom Egypt,Arabic,Positive,4,Ismailia,36-45,Parent,Mobile Plan,2025-01-03 14:35,التحميل سريع وبيوفر لي الوقت في Ismailia. أنا parent. على Mobile Plan. بصراحة !!!
326,Vodafone Egypt,Arabic,Positive,4,Aswan,36-45,Gamer,Home Internet,2025-08-17 21:37,المكالمات واضحة جدا وبيوفر لي الوقت في Aswan. أنا gamer. على Home Internet. يعني 🔥
2794,WE Telecom Egypt,Arabic,Positive,4,Cairo,36-45,Elderly User,Fiber Internet,2026-05-17 14:22,التحميل سريع والخدمة فعلا ممتازة في Cairo. أنا elderly user. على Fiber Internet. يعني !!!
9613,Etisalat Egypt,English,Negative,2,Alexandria,18-25,Parent,Home Internet,2025-02-15 09:43,billing is confusing Totally unreliable. in Alexandria as a parent on Home Internet pretty much 😡
3354,WE Telecom Egypt,Arabic,Negative,2,Giza,26-35,Remote Worker,Fiber Internet,2025-05-24 02:48,النت بطيء جدا ومش لاقي حل في Giza. أنا remote worker. على Fiber Internet. حاليا ..
3794,WE Telecom Egypt,English,Highly Positive,5,Mansoura,46-60,Parent,Mobile Plan,2026-04-08 19:31,great speed and stable coverage Works better than expected. in Mansoura as a parent on Mobile Plan honestly ...
5043,Orange Egypt,Arabic,Highly Positive,5,Luxor,26-35,Gamer,Home Internet,2025-10-13 17:43,التحميل سريع وبيوفر لي الوقت في Luxor. أنا gamer. على Home Internet. يعني ..
752,Vodafone Egypt,Arabic,Mixed,3,Tanta,18-25,Heavy User,Home Internet,2025-04-19 10:09,السرعة حلوة بس الدعم ضعيف بس محتاج تحسين في Tanta. أنا heavy user. على Home Internet. بصراحة !!!
2435,Vodafone Egypt,English,Highly Negative,1,Luxor,18-25,Heavy User,Mobile Plan,2025-05-16 00:06,billing is confusing Not worth the money. in Luxor as a heavy user on Mobile Plan sometimes 😡
5526,Orange Egypt,Arabic,Neutral,3,Luxor,36-45,Elderly User,Home Internet,2025-07-27 12:31,استخدمه بشكل يومي في Luxor. أنا elderly user. على Home Internet. تقريبا 🙂
1201,Vodafone Egypt,Arabic,Highly Negative,1,Ismailia,36-45,Casual Customer,Mobile Plan,2025-08-04 10:59,التطبيق بيهنج بجد حاجة مستفزة في Ismailia. أنا casual customer. على Mobile Plan. للأسف 😕
8374,Etisalat Egypt,Arabic,Negative,2,Cairo,36-45,Student,Fiber Internet,2026-04-07 03:34,التطبيق بيهنج وده مسبب لي مشكلة كبيرة في Cairo. أنا student. على Fiber Internet. للأسف 😊
4154,WE Telecom Egypt,English,Positive,4,Luxor,36-45,Parent,Fiber Internet,2025-12-07 13:41,customer support was helpful Works better than expected. in Luxor as a parent on Fiber Internet pretty much 🙂
3171,WE Telecom Egypt,Arabic,Mixed,3,Alexandria,36-45,Gamer,Mobile Plan,2026-06-19 01:50,العروض ممتازة والخدمة متعبة مع إن فيه عيوب واضحة في Alexandria. أنا gamer. على Mobile Plan. للأسف ..
7573,Etisalat Egypt,Arabic,Highly Positive,5,Luxor,18-25,Student,Home Internet,2025-10-19 04:35,العروض كويسة وده فرق معايا كتير في Luxor. أنا student. على Home Internet. للأسف 🔥
8433,Etisalat Egypt,Arabic,Negative,2,Port Said,46-60,Business User,Mobile Plan,2025-11-13 12:16,الباقة غالية وكل يوم نفس المعاناة في Port Said. للشغل. على Mobile Plan. يعني 🙂
7736,Etisalat Egypt,Arabic,Positive,4,Aswan,26-35,Remote Worker,Mobile Plan,2025-08-14 18:19,الشبكة قوية في منطقتي وبيوفر لي الوقت في Aswan. أنا remote worker. على Mobile Plan. تقريبا ..
7565,Etisalat Egypt,Arabic,Highly Positive,5,Assiut,18-25,Parent,Home Internet,2026-01-20 18:24,النت سريع ومستقر وبيوفر لي الوقت في Assiut. أنا parent. على Home Internet. يعني 😕
8399,Etisalat Egypt,Arabic,Negative,2,Mansoura,18-25,Heavy User,Home Internet,2025-01-30 20:11,التطبيق بيهنج وكل يوم نفس المعاناة في Mansoura. أنا heavy user. على Home Internet. للأسف !!!
2755,WE Telecom Egypt,Arabic,Positive,4,Luxor,26-35,Business User,Fiber Internet,2026-05-09 08:46,المكالمات واضحة جدا ومرتاح جدًا في الاستخدام في Luxor. للشغل. على Fiber Internet. تقريبا 🙂
6711,Orange Egypt,English,Neutral,3,Assiut,26-35,Elderly User,Mobile Data,2025-06-18 03:07,standard experience in Assiut as a elderly user on Mobile Data pretty much 🔥
2536,WE Telecom Egypt,Arabic,Highly Positive,5,Giza,46-60,Remote Worker,Home Internet,2025-02-04 02:12,المكالمات واضحة جدا وبيوفر لي الوقت في Giza. أنا remote worker. على Home Internet. للأسف 🔥
8532,Etisalat Egypt,Arabic,Negative,2,Tanta,46-60,Heavy User,Fiber Internet,2025-09-20 17:38,النت بطيء جدا وده مسبب لي مشكلة كبيرة في Tanta. أنا heavy user. على Fiber Internet. للأسف 😕
8001,Etisalat Egypt,Arabic,Neutral,3,Luxor,26-35,Parent,Mobile Data,2026-04-20 05:56,استخدمه بشكل يومي في Luxor. أنا parent. على Mobile Data. حاليا 😕
1012,Vodafone Egypt,Arabic,Negative,2,Luxor,26-35,Elderly User,Mobile Plan,2025-12-31 04:44,التطبيق بيهنج بجد حاجة مستفزة في Luxor. أنا elderly user. على Mobile Plan. بصراحة 🔥
7439,Orange Egypt,English,Highly Negative,1,Assiut,46-60,Remote Worker,Fiber Internet,2025-05-22 16:04,way too expensive for the service Very frustrating. in Assiut as a remote worker on Fiber Internet literally 🙂
183,Vodafone Egypt,Arabic,Highly Positive,5,Assiut,26-35,Casual Customer,Mobile Data,2025-10-01 14:15,المكالمات واضحة جدا وبيوفر لي الوقت في Assiut. أنا casual customer. على Mobile Data. بصراحة 😊
5169,Orange Egypt,Arabic,Highly Positive,5,Port Said,36-45,Remote Worker,Home Internet,2026-03-10 06:13,العروض كويسة وبيوفر لي الوقت في Port Said. أنا remote worker. على Home Internet. حاليا ..
9198,Etisalat Egypt,English,Neutral,3,Port Said,46-60,Parent,Mobile Data,2026-06-12 04:06,standard experience in Port Said as a parent on Mobile Data sometimes ...
4283,WE Telecom Egypt,English,Neutral,3,Aswan,26-35,Business User,Fiber Internet,2025-09-19 21:03,works fine for basic use in Aswan for work on Fiber Internet literally !!
4892,WE Telecom Egypt,English,Highly Negative,1,Alexandria,26-35,Elderly User,Mobile Data,2025-09-11 17:25,signal drops often Very frustrating. in Alexandria as a elderly user on Mobile Data overall ...
2837,WE Telecom Egypt,Arabic,Positive,4,Cairo,18-25,Elderly User,Fiber Internet,2025-05-23 21:51,الشبكة قوية في منطقتي ومرتاح جدًا في الاستخدام في Cairo. أنا elderly user. على Fiber Internet. حاليا !!!
1434,Vodafone Egypt,English,Highly Positive,5,Port Said,36-45,Elderly User,Mobile Plan,2026-01-02 23:51,good value for the package I use it every day. in Port Said as a elderly user on Mobile Plan sometimes !!
3660,WE Telecom Egypt,Arabic,Highly Negative,1,Luxor,18-25,Casual Customer,Home Internet,2026-03-01 23:16,خدمة العملاء سيئة ومش لاقي حل في Luxor. أنا casual customer. على Home Internet. حاليا ..
8147,Etisalat Egypt,Arabic,Mixed,3,Tanta,26-35,Elderly User,Mobile Plan,2026-02-07 00:52,السرعة حلوة بس الدعم ضعيف لكن التجربة مش ثابتة في Tanta. أنا elderly user. على Mobile Plan. تقريبا 🙂
1294,Vodafone Egypt,English,Highly Positive,5,Port Said,26-35,Elderly User,Fiber Internet,2025-07-16 12:50,calls are crystal clear Works better than expected. in Port Said as a elderly user on Fiber Internet overall ...
797,Vodafone Egypt,Arabic,Mixed,3,Giza,36-45,Parent,Mobile Data,2026-06-20 04:07,التطبيق مفيد لكن فيه bugs لكن التجربة مش ثابتة في Giza. أنا parent. على Mobile Data. حاليا 🔥
7137,Orange Egypt,English,Negative,2,Port Said,18-25,Elderly User,Mobile Data,2025-01-30 18:20,the app keeps crashing Not worth the money. in Port Said as a elderly user on Mobile Data pretty much 🙂
7225,Orange Egypt,English,Negative,2,Giza,26-35,Elderly User,Mobile Data,2025-06-10 03:23,support takes too long Not worth the money. in Giza as a elderly user on Mobile Data sometimes 😐
5360,Orange Egypt,Arabic,Positive,4,Mansoura,46-60,Student,Mobile Plan,2025-10-21 13:57,خدمة العملاء محترمة والخدمة فعلا ممتازة في Mansoura. أنا student. على Mobile Plan. تقريبا 🔥
9641,Etisalat Egypt,English,Negative,2,Ismailia,18-25,Gamer,Home Internet,2026-03-15 23:48,the app keeps crashing Not worth the money. in Ismailia as a gamer on Home Internet overall 🙂
1190,Vodafone Egypt,Arabic,Highly Negative,1,Luxor,18-25,Remote Worker,Mobile Plan,2025-10-13 15:18,التطبيق بيهنج وكل يوم نفس المعاناة في Luxor. أنا remote worker. على Mobile Plan. تقريبا ..
2676,WE Telecom Egypt,Arabic,Highly Positive,5,Cairo,18-25,Gamer,Home Internet,2025-10-04 19:45,الشبكة قوية في منطقتي وده فرق معايا كتير في Cairo. أنا gamer. على Home Internet. للأسف ..
8242,Etisalat Egypt,Arabic,Mixed,3,Assiut,26-35,Elderly User,Mobile Plan,2026-06-11 14:44,السرعة حلوة بس الدعم ضعيف بس فيه شوية مشاكل في Assiut. أنا elderly user. على Mobile Plan. تقريبا ..
9011,Etisalat Egypt,English,Positive,4,Assiut,36-45,Remote Worker,Mobile Data,2026-01-22 20:28,reliable network in my area Really happy with it. in Assiut as a remote worker on Mobile Data honestly 😡
426,Vodafone Egypt,Arabic,Neutral,3,Ismailia,18-25,Heavy User,Home Internet,2026-05-30 00:42,النت ماشي الحال في Ismailia. أنا heavy user. على Home Internet. تقريبا 🙂
5585,Orange Egypt,Arabic,Neutral,3,Ismailia,26-35,Student,Home Internet,2025-07-29 08:09,النت ماشي الحال في Ismailia. أنا student. على Home Internet. تقريبا ..
9520,Etisalat Egypt,English,Mixed,3,Giza,36-45,Casual Customer,Mobile Plan,2026-03-08 02:22,"clear calls, but speed fluctuates Nice features, but the experience is inconsistent. in Giza as a casual customer on Mobile Plan sometimes 😐"
8611,Etisalat Egypt,Arabic,Highly Negative,1,Tanta,18-25,Casual Customer,Fiber Internet,2026-05-11 13:38,الباقة غالية وده مسبب لي مشكلة كبيرة في Tanta. أنا casual customer. على Fiber Internet. بصراحة !!!
1452,Vodafone Egypt,English,Highly Positive,5,Assiut,18-25,Parent,Mobile Plan,2025-10-10 06:45,fast internet with low latency Works better than expected. in Assiut as a parent on Mobile Plan literally 😡
9299,Etisalat Egypt,English,Neutral,3,Tanta,46-60,Gamer,Fiber Internet,2025-06-18 04:20,nothing special but acceptable in Tanta as a gamer on Fiber Internet sometimes !!
4919,WE Telecom Egypt,English,Highly Negative,1,Mansoura,26-35,Student,Fiber Internet,2025-12-31 21:03,way too expensive for the service Totally unreliable. in Mansoura as a student on Fiber Internet honestly !!
925,Vodafone Egypt,Arabic,Negative,2,Port Said,26-35,Casual Customer,Mobile Plan,2025-10-26 04:13,النت بطيء جدا وده مسبب لي مشكلة كبيرة في Port Said. أنا casual customer. على Mobile Plan. للأسف 🙂
6564,Orange Egypt,English,Positive,4,Ismailia,36-45,Parent,Mobile Data,2025-06-22 07:03,good value for the package I use it every day. in Ismailia as a parent on Mobile Data literally 🙂
9135,Etisalat Egypt,English,Positive,4,Tanta,18-25,Student,Fiber Internet,2026-02-02 10:09,reliable network in my area I use it every day. in Tanta as a student on Fiber Internet sometimes !!
554,Vodafone Egypt,Arabic,Neutral,3,Alexandria,26-35,Gamer,Fiber Internet,2025-02-22 13:19,لا كويس ولا وحش في Alexandria. أنا gamer. على Fiber Internet. يعني 🔥
8405,Etisalat Egypt,Arabic,Negative,2,Luxor,46-60,Gamer,Home Internet,2025-08-21 19:24,فيه تأخير في الرد وكل يوم نفس المعاناة في Luxor. أنا gamer. على Home Internet. بصراحة ..
6299,Orange Egypt,English,Highly Positive,5,Aswan,46-60,Gamer,Mobile Data,2025-03-24 13:30,great speed and stable coverage Really happy with it. in Aswan as a gamer on Mobile Data overall 😐
3071,WE Telecom Egypt,Arabic,Neutral,3,Giza,36-45,Business User,Fiber Internet,2025-10-08 18:12,الخدمة عادية في Giza. للشغل. على Fiber Internet. يعني ..
6148,Orange Egypt,Arabic,Highly Negative,1,Aswan,26-35,Casual Customer,Home Internet,2025-02-17 18:36,خدمة العملاء سيئة وده مسبب لي مشكلة كبيرة في Aswan. أنا casual customer. على Home Internet. حاليا !!!
7023,Orange Egypt,English,Mixed,3,Luxor,36-45,Casual Customer,Mobile Data,2025-11-14 22:35,"clear calls, but speed fluctuates Works okay, not great. in Luxor as a casual customer on Mobile Data honestly 🙂"
834,Vodafone Egypt,Arabic,Mixed,3,Alexandria,18-25,Student,Fiber Internet,2025-11-16 18:27,العروض ممتازة والخدمة متعبة مع إن فيه عيوب واضحة في Alexandria. أنا student. على Fiber Internet. حاليا 🔥
9920,Etisalat Egypt,English,Highly Negative,1,Cairo,46-60,Business User,Fiber Internet,2025-11-22 15:38,way too expensive for the service Not worth the money. in Cairo for work on Fiber Internet literally !!
4503,WE Telecom Egypt,English,Mixed,3,Luxor,46-60,Gamer,Mobile Data,2025-03-09 10:24,"clear calls, but speed fluctuates Nice features, but the experience is inconsistent. in Luxor as a gamer on Mobile Data pretty much 🙂"
1346,Vodafone Egypt,English,Highly Positive,5,Mansoura,46-60,Heavy User,Mobile Plan,2025-02-28 20:06,customer support was helpful I use it every day. in Mansoura as a heavy user on Mobile Plan sometimes 😡
5115,Orange Egypt,Arabic,Highly Positive,5,Tanta,46-60,Gamer,Mobile Data,2025-12-22 11:20,المكالمات واضحة جدا ومرتاح جدًا في الاستخدام في Tanta. أنا gamer. على Mobile Data. للأسف !!!
6391,Orange Egypt,English,Highly Positive,5,Luxor,18-25,Elderly User,Mobile Plan,2025-08-30 10:03,customer support was helpful Works better than expected. in Luxor as a elderly user on Mobile Plan honestly ...
7785,Etisalat Egypt,Arabic,Positive,4,Cairo,46-60,Parent,Fiber Internet,2025-01-03 19:11,المكالمات واضحة جدا وده فرق معايا كتير في Cairo. أنا parent. على Fiber Internet. حاليا ..
8008,Etisalat Egypt,Arabic,Neutral,3,Giza,26-35,Gamer,Fiber Internet,2025-06-08 06:37,فيه مميزات وعيوب في Giza. أنا gamer. على Fiber Internet. تقريبا 🙂
2091,Vodafone Egypt,English,Negative,2,Port Said,46-60,Parent,Mobile Data,2025-12-22 13:55,internet is painfully slow Totally unreliable. in Port Said as a parent on Mobile Data honestly 😐
1472,Vodafone Egypt,English,Positive,4,Aswan,26-35,Business User,Mobile Data,2026-05-03 05:00,great speed and stable coverage Works better than expected. in Aswan for work on Mobile Data honestly 🔥
5842,Orange Egypt,Arabic,Negative,2,Giza,36-45,Parent,Mobile Plan,2025-08-06 07:34,خدمة العملاء سيئة ومش لاقي حل في Giza. أنا parent. على Mobile Plan. حاليا 🔥
8993,Etisalat Egypt,English,Positive,4,Luxor,18-25,Gamer,Home Internet,2026-06-16 19:43,good value for the package Works better than expected. in Luxor as a gamer on Home Internet honestly 🔥
2707,WE Telecom Egypt,Arabic,Highly Positive,5,Alexandria,46-60,Casual Customer,Fiber Internet,2025-04-13 05:48,المكالمات واضحة جدا والخدمة فعلا ممتازة في Alexandria. أنا casual customer. على Fiber Internet. حاليا 😕
